text_content_anonymous,preconceito,num_tokens,Capacitismo,Gordofobia,Int.Religiosa,LGBTFobia,Misoginia,Xenofobia,Racismo,Hetarismo,Prec.Politico
"Ester grupo é de ESQUERDA 
GRUPO COM NOME DE BOLSONARO
GRUPO COM FOTOS DE BOLSONARO

ESTE GRUPO É ADMINISTRADO POR ESQUERDOPATAS

ESSE GRUPO É DE LOBOS ESQUERDISTA",1,27,0,0,0,0,0,0,0,0,1
"SE ESSE ESTE CACHACEIRO, ASSUMIR O PODER. ESQUEÇAM REDES SOCIAIS E LIBERDADE DE EXPRESSÃO.  ELE VAI QUERER PROIBIR O POVO DE DE SE MANIFESTAR NAS REDES SOCIAIS.  O LULADRÃO E UM DITADOR ""MÃOS DE FERRO"". :mechanical_arm:",1,36,0,0,0,0,0,0,0,0,1
Podcast do lulaladrão,1,3,0,0,0,0,0,0,0,0,1
"PESSOAL ESTE TELEGRAM É COMANDADO PELO ALEXANDRE DE MORAES DO STF. ELE VAI PEGAR OS DADOS DO TÍTULO DE TODOS E USAR NO 2° TURNO, COMO SE VOCÊS TIVESSEM VOTADO NO LULADRÃO. JÁ APAGUEI O MEU. APAGUEM O DE VOCÊS TAMBÉM  POR FAVOR.  ISTO É ARMADILHA DA ESQUERDA.  REPASSEM URGENTE. ESTE TELEGRAM NÃO É DO BOLSONARO, É  FAKE.
REPASSEM URGENTE.
APAGUEM A FOTO DO TÍTULO DE VOCÊS. 
ELES VÃO SER COPIADOS PARA AS URNAS FRAUDADAS. 
DEVEMOS É ORAR, POIS NÃO É UMA BATALHA SÓ DE HUMANOS, É UMA BATALHA ESPIRITUAL TAMBÉM. CARLA ZAMBELLI ESTÁ ADVERTINDO NO TWITTER TAMBÉM. ESTE GRUPO É DA ESQUERDA NÃO É DA DIREITA.",1,107,0,0,0,0,0,0,0,0,1
"Escutar  uma LOUCA,  Noia , desmamada, desesperada  é  para poucos.... Essa  Mulherzinha não  fala, defeca pela boca.:face_vomiting::pile_of_poo::face_vomiting::pile_of_poo:",1,17,1,0,0,1,1,0,0,0,0
":backhand_index_pointing_up_light_skin_tone:""De repente"" a imprensa muda radicalmente o seu discurso e, se antes defendia a esquerda em seu direito de greve mesmo afetando a economia ou defendendo o ""fica em casa, a economia a gente vê depois"", agora se mostra ""preocupada"".
Hipócritas! Canalhas!",1,42,1,0,0,0,0,0,0,0,0
:index_pointing_up::index_pointing_up: essa são as famílias que o luladrão foi visitar na favela no morro do alemão,1,16,0,0,0,0,0,0,0,0,1
O nosso presidente JA FOI já era já está cantado o LADRÃO SERA PRESIDENTE NAO ADIANTA ORAR POIS DEUS NAO FAZ AS COISAS SOZINHO,1,24,0,0,1,0,1,0,0,0,1
"O imbecil do jornaleiro da band chamando o ladrão de presidente , é puxa saco de merda mesmo !",1,19,1,0,0,0,0,0,0,0,1
"Sério? O satanismo não? Aborto não? Falar que conversa com o diabo não? Viver em terreiro de macumba, também não?",1,20,0,0,1,0,0,0,1,0,0
Aqui no Brasil o luladrão não chega até janeiro bate as botas,1,12,0,0,0,0,0,0,0,0,1
"Bolsonaro que é maçom ????
Olha a HIPOCRISIA KKKKKK

O vice do Lula e a filha do Lula se declarando e agradecendo à maçonaria :man_facepalming:

O negócio da esquerda é acusar os outros do que eles são e fazem .

Visitem nosso canal :
[USER]",1,45,0,0,0,0,0,0,0,0,0
Não dá pr mandar pro inferno um covarde desse. Que enche a boca pra falar merda mas não mostra a cara. Depois somos nós quem odeia né. Canalha bandido. Falas do que o coração e cheio. Merece paredão vagabundo,1,39,0,1,1,0,0,0,0,0,0
"Mas é isso q eles querem q vc acredite e passe para outros ... não cai nessas narrativas ,foco , fé em Deus ,Deus livrou a gente as ""pesquisas"" dava o luladrão em 1° turno ...Mas foi Deus! ,Deus ! que agiu .",1,43,0,0,1,0,0,0,0,0,1
"Bom dia a todos 

É interessante os ditador de toga proibirem os 'os canais de TV e de notícias falar mal do passado nefastos do LULADRÃO ' Tem que falar o que dele mesmo em ?",1,36,0,0,0,0,0,0,0,0,1
"TINHA QUE SER PARCEIRO DO LADRÃO.  O QUE ESPERAR COM ESSE TIPO DE GENTE? DEUS,  HAJA NO IMPOSSIVEL!",1,18,0,0,1,0,0,0,0,0,1
Trair bolso é dar um tiro no próprio pé ... digno de pensamento da esquerdalha cuzida.,1,16,0,0,0,0,0,0,0,0,1
O Diabo é o pai da mentira mas o Luladrão está quase pedindo o teste de DNA...,1,17,0,0,1,0,0,0,0,0,1
roseli eu nao so mente fraca eu estudei muito pelo brasil paralelo e com o mestre olavo. acompanho o presidente desde 2016 e semper acreditei que ele era uma pesoa maravilhosa .. ele se alinhando com satanista me deixou muito triste :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face: só falam disso no grupo da minha ingreja :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face: eu me sinto enganada :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face: ele ser satanista e inaceitável na ingreja,1,63,0,0,0,0,0,0,0,0,1
"Ele disse que não podemos ser igual a esquerdalha e tirar o direito de ir e vir, mas podemos nos manifestar pacificamente",1,22,0,0,0,0,0,0,0,0,1
"Acabei de entrar no grupo, não preciso ficar aqui não, obrigado pela excelente recepção Marisa Andrea . Vocês estão igual a esquerda, ódio.",1,23,0,0,0,0,0,0,0,0,0
Ele Snowden estava apoiando o ladrão ou nos alertando?? Não ficou muito claro...,1,13,0,0,0,0,0,0,1,0,1
Cadê os esquerdopatas que gritaram que o PR Bolsonaro era ditador?,1,11,0,0,0,0,0,0,0,0,1
"Vc já viu os do luladrao? Sejam realistas, tem bem mais gente. Essa cegueira vai fazer com que o presidente perca a eleição",1,23,0,0,0,0,0,0,0,0,0
"Você não precisa ser crente para perceber que todas essas festas de Halloween aparentemente inocentes e inócuas são mais uma estratégia do MAL.
 O que se celebra agora no mundo é uma zombaria satânica da respeitosa lembrança dos mortos.
 Todos os anos há centenas de mortes em festas de Halloween.  Toda cerimônia satânica requer sacrifícios humanos. ...",1,57,0,0,1,0,0,0,0,0,0
"O isentão arregou.

O sujeito foi até a Ucrânia e a Coreia do Norte para denunciar os horrores do comunismo e defende o voto nulo, numa eleição em que o projeto comunista é uma de duas alternativas.",1,37,0,0,0,0,0,1,0,0,1
"o importante são os isentões votarem!
ou escolhem liberdade ou escolhem a desgraça do pt.
é fácil ficar em. cima do. muro quando se tem condições de sair do país quando a coisa tá preta.",1,35,0,0,0,0,1,0,1,0,1
""" COMO JA SABIA, NUNCA MAIS COMPREI NEM DA "" NATURA"", BOTICÁRIO "" E  OUTRAS MARCAS DE PRODUTOS, Q APOIEM "" O LADRÃO,  EX PRESIDIARIO  OU ESQUERDALHA.",1,27,0,0,0,0,0,0,0,0,1
"Deixando o Grupo, um monte de esquerdista safado infiltrado e alguns entrando na pilha desses safados apoiadores de ladrão condenado",1,20,0,0,0,0,0,0,0,0,1
"Fizeram com o BRASIL o mesmo que fizeram nos EUA com TRUMP..Fraudaram descaradamente..Lula Jamais teve esses VOTOS..foi na FRAUDE via algoritmo mágico do TSE..Bem descaradamente...E eu vejo muita gente que deveria estar indignada com a FRAUDE, preferir comprar a derrota FRAUDULENTA e atribuir ""aos outros""...Mesmo com tudo claro diante dos seus OLHOS...Houve FRAUDE ESCANCARADA...Culpar os “59 milhões que votaram no Lula” é assumir que é covarde ou que está CEGO por completo. O povo VOTOU maciçamente no PR (mais de 100 milhões) mas teve seus VOTOS desviados para Lula e para nulos, Brancos e abstenções, via algoritmo, sem disfarce... mas o povo prefere comprar a mentira da fraude e assim não precisa reagir..só aceitar..Comportamento COVARDE...",1,115,1,0,1,0,0,0,1,0,0
":orange_square:  TWITTER  :orange_square:

:speaking_head: Anderson Silva #Bolsonaro:keycap_2::keycap_2:NoPrimeiroTurno:Brazil:
:newspaper: #[USER]

Quer dizer que UM CHEFÃO DA #GloboLixo ficou babando ovo do Ladrão ANTES E DEPOIS do debate???
A pessoas não se pode mas A EMPRESAS, PODE-SE!
Grupo Globo de Comunicações... VÁ PRO INFERNO!

:watch: 30/09/2022 - 21:46:41
via Twitter Web App
Ver no Twitter :window:",1,54,0,0,1,0,0,0,0,0,1
"Assim fica claro quem pode ""passear"" em favela. O molusco ladrão de nove dedos fez ""campanha"" no cpx do alemão, o Tarcísio foi visitar Paraisópolis e é recebido a bala pela vagabundagem. Só um completo imbecil não percebe que o tal diálogo ""cabuloso"" é uma realidade...",1,46,1,0,0,0,0,0,1,0,1
"Penso que as Forças Armadas fizeram perfeitamente o trabalho delas provando que as urnas são VIOLÁVEIS sim. Forças Armadas não podem chegar já chutando o balde. E nosso Presidente também não pode ainda se manifestar, qualquer coisa que ele fizer nesse sentido só vai prejudica-lo e a nós também. O que precisamos é parar de ofender nossos Generais e nosso Presidente e fazer a nossa parte que é nos manifestar para que haja uma recontagem dos votos e deixar claro que não queremos um ladrão na presidência. Nós temos essa força, é só nos unirmos e não criar discórdia entre nós.",1,101,0,0,0,0,0,0,1,0,1
"Olhem aí o Ceará. A conta não bate 
Governador de direita teve mais nulos e brancos do que votação para presidência. E a quantidade é irrisório para poder deixar o ladrão tão a frente.",1,34,0,0,0,0,0,0,1,0,1
"Foi, a tempos atrás em busca de votos. E daí, qual o problema? Ele foi nas igrejas evangélicas tbm. Graças a Deus não foi em terreiro de umbanda kkkkk. Os petistas publicaram isso por causa daquele video do rapaz satanista que ficou muito mal para o PT...mas os petistas são satanistas mesmo.",1,52,0,0,1,0,0,0,0,0,1
"Deus, Família e Pátria:backhand_index_pointing_up:

Você é podre senhor… vai arder no inferno junto com a sua corja",1,17,0,0,1,0,0,0,0,0,1
"Perfeito, deve-se incluir em todo processo de seleção trabalhista essa questão partidária porque a partir dessa informação vc identifica também o perfil do candidato e mais importante, identificar se ele está sendo enganado ou se ele é de fato conhecedor da ideologia esquerdopata. :clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:",1,44,0,0,0,0,0,0,0,0,1
"Culpo sim!:oncoming_fist_light_skin_tone:
Se venderam o voto por um vintém, são CULPADOS por seus atos corruptos tanto quanto o chefe da quadrilha o é !!
O comunismo vai DESTRUIR o país inteiro por culpa deles!
O povinho de lá se identifica com o Ladrão!
Povo sem princípios morais e éticos.
Por “um punhado de farinha” entregaram o Brasil todo nas mãos de Satanás!!! 
Já que o Nordeste quer o Ladrão como presidente deles, que levem pra eles esse demônio! :oncoming_fist_light_skin_tone:",1,79,0,0,1,0,0,0,0,0,1
"Minha família e meus amigos todos Bolsonaro 22 ,não tenho amigos de esquerda porque não confio nesse povo já que votam em ladrão sinal que o exemplo e bom né? Tô fora",1,32,0,0,0,0,0,0,0,0,1
"Esse grupo foi criado por LULISTA 

:warning::warning::warning::warning::warning::warning::warning::warning::warning::warning:
Não postem nenhum comprovante de voto neste grupo.  É só ler um pouquinho das postagens que logo se percebe. 

É Petista fazendo coisas de Petistas

Não anulem seus votos... esse é o maior desejo da esquerda.  São várias postagens incentivando anular seus votos. 

PERIGO:cross_mark::cross_mark::cross_mark::cross_mark::cross_mark::cross_mark:

NÃO POSTEM NADA NESSE GRUPO. ESSE GRUPO É FAKE.

SAIAM DESTE GRUPO, DEIXEM ELES FALANDO COM O MOSKITO.KKKK



Marly Camargo - torço para vc e seus companheiros anularem seus votos.  COM CERTEZA VCS VOTANDO NULO, LULA TERÁ MENOS VOTO. TÁ OK:face_with_tears_of_joy:

Matheus - não assusta não. Por causa do seu canditado somos conhecidos pela maior corrupção da história. Meu desejo é que Lula voltasse para cadeia",1,117,0,0,0,0,1,0,1,0,1
"VAMOS VENCER ESSA GUERRA 

Não caiam em narrativa/desinformação de ESQUERDOPATA 

VAMOS VOTAR PATRIOTAS :Brazil::keycap_2::keycap_2::Brazil:
DANIEL SILVEIRA :keycap_1::keycap_4::keycap_2:",1,17,0,0,0,0,0,0,0,0,1
"Seria maravilhoso reverter isso agora, depois da comemoração da esquerdalha

Seria como tirar o filé da boca deles

Impossível não é

As FFAA não apresentaram ainda o relatório da auditoria

Bolsonaro ainda não se manifestou sobre o resultado

Oremos

Se Deus não nos socorrer, não serão os mortais que o farão",1,51,0,0,1,0,0,0,0,0,1
Pra vc sua asno lixo humano concorda e eleger um ladrão ficha suja,1,13,0,0,0,0,1,0,1,0,1
"Essa tática é antiga. A mais de 4 mil anos quando temos uma missão a cumprir tem os inflritrados e os enviados do inferno, para desanimar o povo já perto da terra prometida.

Depois que dez dos espias “infamaram” a terra (Números 13:32), os israelitas temeram que o povo fosse forte demais para ser conquistado e não tiveram fé suficiente para entrar na terra prometida. Por causa
 disso, o Senhor declarou que eles peregrinariam pelo deserto por 40 anos.

Ta na hora do povo que se diz conservador, independente da religião mas crê em algo, ter mais fé, confiança e não ficar se abatendo por pessoas que não determinm nada.
Só Deus que tem o controle de tudo e na hora do maior desafio do povo ao sair do Egito, Ele falou: marchem.

Marchemos",1,134,0,0,1,0,0,0,0,0,1
"A menina saiu de Cuba uma ditadura esquerdista socialista comunista, para ser perseguida pela ditadura do Brasil que nem foi instaurado ainda.",1,22,0,0,0,0,0,0,0,0,1
"Pelo visto Lulu virou a cara pra vocês, tá vendo, nem o patrão de vocês lá no inferno quer negociar com o Lulu, ele passa a perna em todo mundo!",1,30,0,0,1,0,0,0,0,0,0
"É SABIDO QUE A MÍDIA CONVENCIONAL ( EMISSORAS DE TV ) GLOBALISTA MANIPULADORA OCIDENTAL, É MALÉFICA, DESERTORES, TRAIDORES DA PÁTRIA, NÃO TEM INTERESSE NENHUM COM A ÉTICA, MORAL E LEGALIDADE EM SEREM HONESTOS E IMPARCIAIS COM POVO BRASILEIRO.

ESTAMOS EM GUERRA, A PRINCÍPIO 
"" GUERRA DE INFORMAÇÃO ""

EM TODA GUERRA, TODO COMBATE, HÁ UMA EQUIPE DE INTELIGÊNCIA DE COMUNICAÇÃO E ESTRATÉGIA, OU SEJA, OS SOLDADOS QUE ADQUIREM MAIOR QUANTIDADE DE INFORMAÇÕES PRIVILEGIADAS VENCE.

SE VOCÊ NÃO PODE IR AOS QUARTÉIS SE MANIFESTAR DEVIDO SUAS OBRIGAÇÕES OBVIAMENTE, FAÇA UM TRABALHO DE JORNALISTA ATRAVES DE SUAS REDES SOCIAIS, PRINCIPALMENTE O TELEGRAM, POR QUE O FOCO DA MÍDIA PROSTITUTA ( TV ) NO MOMENTO É DESESTABILIZAR ÀS MANIFESTAÇÕES !!!

COMPARTILHE TUDO, PARA TODOS, ESTAMOS EM GUERRA.
NÃO PODEMOS FALHAR AO SER PASSIVO, PODENDO TALVEZ TER O DESPRAZER DE VER UM LADRÃO ASSUMIR COMO CHEFE DO EXECUTIVO NOVAMENTE !!!",1,146,0,0,0,0,1,0,0,0,1
Se o ADM não dá conta de excluir esses mortadela passa pra nós poder excluir esses vagabundos,1,17,0,0,0,0,0,0,0,0,1
"Aqui, Higienópolis,  comemorou, os vizinhos do FHC, Serra, Mariana Godoy, artistas da Globo pq tem teatro dentro do Shopping.


Nâo existe CF para a esquerda, o Foro de São Paulo veio com rolo de comopresor.

O Foro de São Paulo, nasceu na USP,  reuni vários grupos da esquerda, intelectuais, artistas, mídias, clero da Teologia da Libertação nada a ver com o clero verdadeiro da Igreja muitos foram mortos pelos comunistas.",1,70,0,0,0,0,0,0,0,0,0
"A direita tem que arrebentar  cara dos 2 
São a mesma merda, 
 é o criminoso  e o cúmplice",1,18,0,0,0,0,0,0,0,0,0
"Os eleitores do lulaladrão,  
Agora anda sobre as águas 
:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
Já pensou quando eles 
estiverem voando?:bat:
:face_screaming_in_fear::face_screaming_in_fear::face_screaming_in_fear:",1,17,0,0,0,0,0,0,0,0,1
"Ninguém mais cai nessa de maçonaria,e outra cadê a igualdade que os petralha tanto pregam, estão com preconceito com os maçons agora?",1,22,0,0,0,0,0,0,0,0,1
"Se o Luladrão for eleito presidente, acho que teremos uma 3° guerra aqui em terras brasileiras mesmo. :grimacing_face:",1,18,0,0,0,0,0,0,0,0,1
"O Ceará tem que continuar na MERDA por votar no LULADRÃO. UM bando de FDP, que receberam água para plantar mas preferem receber ""migalhas"" dos NARCO TRAFICANTES do PT.",1,29,0,0,0,0,0,0,0,0,1
"E o diabo defender Isso:backhand_index_pointing_up::backhand_index_pointing_up:ai e o diabo tem 9 dedos e o DIABO da uma de bonzinho no ao vivo ne:thinking_face: e gente o diabo é mentiroso ladrão tem so 9 dedos e agora ter oferecer so picanha:thinking_face:cuidado pra tu não comer os teus bicho de estimação como os irmão Venezuelano, que la infelizmente comeram os seus animais por causa da fome, eles tão sofrendo hoje pelas MAL escolher dos pais, tios e avós de 25 a 30 anos atrás. Fica tranquilo ta porque se tu vota no ladrão comunista hoje :man_shrugging::thinking_face:vai teu filho ou tua filha que vai também comer seus animais de estimação:thinking_face:vejam que bela recordação tu vai deixar pra o futuro.",1,115,0,0,1,0,0,0,0,0,1
"Gente do nosso Brasil

Agora não é mais hora de postar ou repostar narrativas e exposições dos comunistas – agora temos que nos concentrar na reeleição do nosso Presidente – é fundamental que cada pessoa desse grupo se dedique a conseguir votos, entre os indecisos, os neutros e os que não tem nenhuma informação exceto as mentiras das mídias velhas. É hora de colocar as ideias para fora dos grupos – atingir todos que possam contribuir para aumentar o os votos para Bolsonaro. Mostrar quem é Bolsonaro de verdade e o que ele significa para o Brasil e para a nossa liberdade.
Mãos à obra minha gente – estamos no limiar entre continuar no caminho certo ou cairmos no abismo do terror comunista.
Em tempo: É preciso que em todos os lares do Brasil a nossa Bandeira tremule, firme, forte e soberana – esse recado precisa ser dado ao mundo e a todos os vendilhões da nossa Pátria.
Deus esteja conosco.
:Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",1,162,0,0,1,0,0,0,0,0,1
"As fotos não param de surgir não discuto com imagens pra mim tem umas que sao montagem mais essa aqui de fato não é eu sairei do grupo e no 2° turno anularei meu voto, o Brasil está perdido na mão de 2 satanistas, irei sair do Brasil o mais rapido possivel, eu creio em Deus jamais aceitaria isso, É O FIM DOS TEMPOS",1,64,0,0,1,0,0,0,0,0,1
"A intenção é a China governar...ele negociou o Brasil, nos iremso comer  bichinhos...formigas baratas..eles irão comer comidas de verdades...são comunistas...seremos seus escravos...ditadores doentes..e o lulaladrão vai gostar sua velhice.   MAS SÓ QNÃO!! PORQUE IREMOS LUTAR!!",1,35,0,0,0,0,1,0,0,0,1
"Agora deu ruim...:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: Satanás processando Satanás, :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:, quem será o advogado do diabo?",1,13,0,0,1,0,0,0,1,0,0
Tenho uma imensa pena deste cidadão falar que o povo apoia um ditador bom ele como satanista luciferiano deve saber que satanás é o pior que existi e ele o adora quem apoia ditador será então mas ele está certo em uma coisas expôs todo movimento que existe aqui no Brasil que adora a satanás e o povo compartilha bares festas mesas com este povo satânico então pera lá o Brasil tem que receber eles mesmo pois nós que temos Deus como criador não podemos nem mesmo conversar com estes satanistas mas tenho certeza que a maioria aqui nem se importa se tem convívio com eles,1,106,0,0,1,0,1,0,0,0,1
"Inadmissível, um ladrão que é culpado em todas as instâncias e por causa de um único desgraçado que deve favor a ele o legitima e ainda o coloca para concorrer a um cargo tão sério, e por causa desse único maldito e desprezível, por causa dessa atitude dele o país irá caminhar para a desgraça como frente esse lixo cachaceiro e ladrão que já havia deixado claro suas intenções vis contra tudo e todos.",1,74,0,0,0,0,0,0,1,0,1
Ter um igual o seu eu não quero não. Esse deus que não respeita nada nem ninguém,1,17,0,0,1,0,0,0,0,0,1
"A Rainha dos Baixinhos sempre foi SATANISTA, você que não viu...

*Iniciou a carreira num Filme Pronográfico onde contracena com um Baixinho
*Beliscava e Xingava crianças no programa que consolidou seu Reinado
*Levou vários artistas de músicas eróticas em seu programa infantil
*Tem várias músicas em que o efeito reverso mostra Satanás falando, principalmente ""Meu Canzinho Xuxo""
*Desde o início apoiou o Funk, que é a Música mais DEPRECIATIVA, PORNOGRÁFICA e CRIMINOSA que existe no Brasil
*Nunca promoveu uma Pakita que não fosse Branca e/ou Loira, e devido a muita pressão, depois de DÉCADAS, fez isso somente com Adriana BomBom
*Nunca se engajou contra a PEDOFILIA, contra o uso de CRIANÇAS pelo TRÁFICO ou contra a SEXUALIZAÇÃO INFANTIL
*Escreveu um Livro sobre CRIANÇA TRANSEXUAL, conferindo a CEREJA de FEZES no BOLO de CARNE PÚTREFA que foi a sua CARREIRA",1,139,0,0,1,0,1,0,1,1,0
"Mas ele sempre foi comuna, tem vários vídeos dele fazendo discursos inflamado sobre é esquerda :man_shrugging:",1,16,0,0,0,0,0,0,0,0,1
"Diogo shelp além de petralha é também um canalha. Redundante, mas, verdadeiro.",1,12,0,0,0,0,0,0,0,0,1
"E vc petista de merda quer no seus filhos sem trabalhar e roubando celular, pra beber cachaça igual ao luladrão",1,20,0,0,0,0,0,0,0,0,1
Paulista não tem capacidade nem de tirar nota boa no Enem e quer vir com essa se querer ser servido por nordestino,1,22,0,0,0,0,0,1,0,0,0
"O lobo Nazista, vá pra PQP você o maldito Hittler, esse viado germânico, para de encher o saco com essa defesa ridícula desse facinora",1,24,0,0,0,1,0,0,0,0,0
"Retirem satanás do grupo - esse carinha quer aparecer - foquem na contrarrevolução - estendam a Bandeira do Brasil - AINDA HÁ TEMPO

Estendam a Bandeira do Brasil para fora de suas janelas. Esse ato se chama contrarrevolução simbólica silenciosa – domínio do visual. Ajude o Brasil a vencer o comunismo. Ajude a você mesmo para continuar livre. Ajude seus filhos para que não sejam oprimidos nas escolas. Ajude nossa nação para que tenha um futuro, soberano, cristão e anticomunista. 
:Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",1,81,0,0,1,0,0,0,0,0,0
"A esquerdalha infiltrada nos grupos estão COM PAVOR desse vídeo sendo espalhado rede a fora ...

O desespero da meia dúzia aqui infiltrada nesse grupo é só um exemplo 


VAMOS ESPALHAR AOS MONTES ESSE VIDEO kkkkkk

Divulgue no grupo da Igreja , da família",1,44,0,0,0,0,0,0,0,0,1
E pode isso que eles te escravizao...olha je te alertei não perder tempo com pessoas que gosta se ser escravo ok? Pense e veja ...,1,25,0,0,0,0,0,0,1,0,0
"Deus odeia o pecado, não o pecador. A igreja não está pronta para amar um satanista. A religião realmente cega.",1,20,0,0,1,0,0,0,1,0,1
"Pessoal.. os Petralhas Comunistas assumidos estão divulgando vídeos pra lá de antigos, editados com falas homofóbicas, Janones disseminando mentiras com vídeos antigos sobre salários, aposentadoria e muito mais.. Povo Baixo, povo ruim. 

Deus nos livre desse Mal .. fo PT!!

Deus abençoe a Nossa Nação!!

Juntos somos muito mais!!
Bolsonaro 22",1,51,0,0,1,0,0,0,1,0,1
"A petralhada está sendo paga para se fazer de cristão decepcionado com Bolsonaro. 

Esse é o nível de sujeira e de manipulação da esquerdalha.

Mas nós conservadores já descobrimos tudo e não deixaremos essa mentira se propagar.

Nós vamos vencer, ao lado da verdade!
:Brazil::Brazil::Brazil::Brazil:

Siga no Telegram [USER]",1,49,0,0,0,0,0,0,0,0,1
"Irmãos e irmãs, venho informar sobre um burburinho de que nosso presidente era canibal e vi que isto está no canal oficial do Bolsonaro não tive estômago para terminar de ver o vídeo isso foi lastimável, irei falar com os irmãos da minha igreja sobre isso que está acontecendo, pedi para Deus me dar visão e me guiar e toda hora aparece um podre do qual não compactuo, talvez ele esteja possuído pelo demônio Mendigo Canibal",1,76,0,0,1,0,0,0,0,0,1
"Remédio pra comunista eu te apresento é bolsonaro, 
Remédio pra esquerdista pra curar é bolsonaro, 

é o terror do luladrão, é bolsonaro na parada,
e vai ser papapa de :keycap_2::keycap_2: vai ser lapada :smiling_face_with_sunglasses: :musical_notes::musical_note:",1,35,0,0,0,0,0,0,0,0,1
"Falar a verdade é ser da esquerda? Viados, pretos, judeus e Nordestinos não prestam mesmo.",1,15,0,0,1,1,0,0,1,0,0
Ato falho ou ato pensado. Não importa. Lulalixo. Luladrão. Lulaesgoto. Perdeu imundície.  //  Bolsonaro reeleito :Brazil::smiling_face_with_sunglasses::raising_hands::flexed_biceps::Brazil::clapping_hands::thumbs_up::Brazil:,1,16,0,0,0,0,0,0,0,0,1
"Só um petralha leviano colocaria uma imagem associada a brasileiros ! 
Que gente do mal !!!",1,16,0,0,0,0,0,0,0,0,1
E cada doente nesse lugar :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: não precisa nem ser um gênio pra ver q foi um onça parda.... doentes....,1,20,1,0,0,0,0,0,0,0,0
"A direita nas redes sociais está caindo no erro de culpar os nordestinos! Estão entrando no jogo da esquerda para dividir mais ainda o país, só que agora entre norte e sul! ACORDEM! FOI FRAUDE!!!
Os nordestinjos não votaram mais em Lula do que no Bolsonaro! O problema é que os governadores nordestinos são comunistas e eles fraudaram as urnas criando números falsos! Não caiam na armadilha da esquerda!!!
Compartilhem em grupos e canais do Telegram e em perfis, páginas e grupos do Facebook! Vamos tentar, na medida do possível, acordar o pessoal!!! :folded_hands:",1,94,0,0,0,0,0,1,0,0,0
É mentira povo e montagem :fearful_face: Bolsonaro ele e do povo de Deus lula sim é de religião tanto tem vários falando são satanista..,1,24,0,0,1,0,0,0,0,0,1
Será que o Luladrão vai agradar também os 90.000.000 de pessoas que não votaram nem nele e no Bolsonaro..:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1,19,0,0,0,0,0,0,0,0,1
Se já perdeu não adianta nem está aqui..se já roubaram...vamos pedir à Deus que os Comunistas não voltem e também através de uma situação na qual eles não consigam roubar,1,30,0,0,1,0,0,0,0,0,1
Orar não resolveu nada !!!!Os cristãos oraram e os macumbeiros e satanistas da esquerda venceram !!!!!!!!!!!!!!!!,1,16,0,0,0,0,0,0,0,0,0
"Olha o que acontece, no Facebook, com quem posta verdades sobre Luladrão e os PTralhas. :down_arrow:",1,16,0,0,0,0,0,0,0,0,1
"Vai um luladrao seu lugar é na prisão pra vcs aí ,direto de Fortaleza!!",1,14,0,0,0,0,0,0,0,0,0
"A esquerdalha entrou em modo desespero mesmo, hihihi.

Os comunas-satanistas, estão tentando te convencer de que Bolsonaro é maçom-satanista com montagens fakes de vídeos e imagens.

Vai entender. :person_shrugging_light_skin_tone::rolling_on_the_floor_laughing:",1,29,0,0,0,0,0,0,0,0,1
"Que sentido faz chover no molhado falando do Luladrão em grupos de direita onde todos sabem que ele é corrupto?

Os muitos podres do PT eu jogo nos grupos de esquerda. 

Vc não é mto inteligente, né?",1,37,0,0,0,0,0,0,0,0,1
"Desculpe, mas eu preciso ser sincera: depois desse debate, o cidadão só vota no ladrão se for muito mau caráter.",1,20,0,0,0,0,0,0,0,0,1
"PT fazendo listinha negra - que novidade! Essa organização já disse com todas as letras que “eleições não se ganham se tomam”. O plano agora é eliminar todos aqueles que fazem eco.  
Até Maquiavel se sentiria envergonhado do modus operandi desta organização criminosa.",1,43,0,0,0,0,0,0,1,0,0
Mais um que se debandou pra esquerda :face_vomiting:,1,8,0,0,0,0,0,0,0,0,0
