text_content_anonymous,preconceito
Lulaladrao não foi aos outros debates em outras emissoras justamente por não haver possibilidades de combinar nada ! Isso é atitude baixa da “rede esgoto “,1
Já acabou o povo tá vendo a imparcialidade da Globolixo luladrao não tem nem resposta,1
"Não está não 
Ele é deformado mesmo assim como as ideias dele:beaming_face_with_smiling_eyes:",1
Sabe porque o nosso Presidente Bolsonaro ganhou o debate? Simplesmente porque ELE tinha e tem argumentos suficientes para derrubar qualquer pergunta que viesse do seu adversário Lulaladrão. Moral da história:  Ser justo e verdadeiro nunca vai cair de moda.,1
ENQUANTO ISSO O LULADRÃO AUMENTAVA 12 REAIS,1
Kkkkkkkkkkkkkkkkk    LULADRÃO AMASSADO. DESCONDENADO,1
"Graças a Deus, ele é muito burro! :raising_hands:",1
"Neste domingo a festa será do povo de bem!
A festa será nas igrejas e não nos presídios
A festa será da família cristã e não nos terreiros de macumba e nem dos satanistas !",1
Mas os dois usam isso gente  isso serve pra auxiliar  os dois que mlk idiota,1
No fim o rei do desmatamento é o luladrão,1
"Se lulaladrão ganhar, vai deixar o poder logo. Ele está doente com demência alcoólica, já vive de fraldas por que vive mijado, com cirrose hepática e quem vai assumir é Alckmin com ajuda de Xandão do PCC.",1
"Pq cidadão de bem, honesto como Lula Ladrão diz que não tem uma alma viva mais honesta que Ele",1
Como podemos aceitar um sociopata e ex presidiário para governar o nosso país????? Fora Lula!!!,1
Será mesmo acho q não o nordestino sabe ou seu lugar mais nada pode fazer agente ser separa nordestino,1
"Mais um apadrinhado político  defendendo o “LULADRÃO”! Nomeado pelo “LULARÁPIO” para o STF em 2003, lá permaneceu até 2014. Ficou conhecido pelas constantes brigas com o GILMAR MENDES e por estar costumeiramente com dispensas médicas alegando problemas de coluna, ao que, certa feita, em um período de longa dispensa, foi visto dançando animadamente com uma bela advogada, o que lhe rendeu muitas notas na mídia e questionamentos! Com apenas 11 anos de STF, a pedido foi para casa gozar dos altos e polpudos salários do SUPREMO! Foi o relator do PROCESSO que ficou conhecido como “MENSALÃO”! Com uma bela “passada de mano”, JOAQUIM BARBOSA protegeu o seu padrinho no “MENSALÃO”! E ficou o dito pelo não dito e alguns “peixes menos graúdos” “pagaram o pato!!!” Hoje, mesmo sabendo de tudo que pesa contra o “ padrinho”, BARBOSA o apoia incondicionalmente!!!:smirking_face::smirking_face::smirking_face::smirking_face::smirking_face::smirking_face::smirking_face::smirking_face::smirking_face::smirking_face::smirking_face::smirking_face:",1
O que vai acontecer com a Vitória de Bolsonaro é os Nordestinos que trabalham no Sul e Sudeste serem mandados de volta para passar necessidade no seu Nordeste ! Sou Nordestina e penso simples assim !,1
"*A esquerda se alimenta da miséria e do analfabetismo*, muito por isso, os governantes petistas do nordeste fazem questão de manter o povo assim: pobre e analfabeto.",1
"Aí senhor essa esquerda é nojenta, depois nos somos os ruins",1
"ou seja a debil mental quer criticar e não quer ser criticada .
É tipo lula dizendo para não roubar .",1
*Como calar um esquerdopata idiota!*,1
":fire::fire::fire::fire::fire:Eduardo Paes foi levar o *LULADRÃO* para ver o jogo do Vasco, e foi recepcionado dessa brilhante e calorosa forma !:backhand_index_pointing_up:",1
Essa Tabata me lembrou aquela kefera (pensa em uma pessoa burra que fala sobre coisas que não possue  o menor conhecimento,1
"Recado para os petralhas vagabundos que votam no ladrão assassino LULARAPIO. O garoto foi morto por causa de um celular. Faz o L do luladrao, amanhã pode ser você mesmo chorando pela morte do seu filho.:anxious_face_with_sweat::anxious_face_with_sweat::anxious_face_with_sweat: Luladrao é genocída.",1
"Só em chamar luladrão de bandido e descondenado, já ganhou o debate, humilhou o Presidiário.kkk",1
GloboLIXO colocou ponto eletrônico no LULADRÃO,1
Só de falar umas verdade sobre o Luladrão é o msm que dizer que está com Bolsonaro.kkkkkkk,1
"O que importa é que reforça mais material contra o Luladrão, mais material contra os jumentos dos eleitores do PT.",1
"Colégio Positivo em Curitiba - Hoje, 28/10/2022 - Diretor disse que quem fosse de azul,verde ou amarelo seria suspenso.
Ô importante é que eles se posicionaram, é o diretor petista não vai suspender ninguém pois quem pode perder o emprego é ele mesmo.
Chupa petralha ditador, mas eu acho que ele vai para rua. Ou vai perder a maioria dos alunos, que são quem pagam o salário dele. Petista é burro mesmo! :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
...e assim foi todo mundo suspenso :grinning_face_with_smiling_eyes::grinning_face_with_smiling_eyes::grinning_face_with_smiling_eyes:
Há esperança! Nossa juventude luta também! :Brazil:
:oncoming_fist_medium_skin_tone::Brazil::smiling_face_with_sunglasses::Brazil::oncoming_fist_medium_skin_tone:",1
Lula e quem vota nele é idiota não patriota o maior ladrão da história do Brasil e apoiadores de ditadores do mundo..,1
"Vergonha do Brasil e do mundo político, isso que vc quis dizer, um retardado que não sabe nem quanto é -4+5",1
Tem que ser muito idiota pra votar né um cara que ficou eleições e deixo o Brasil na maior e promete que vai em 1 melhorar o país kķk,1
Como um cidadão que diz ser cristão vota num candidato que apoia invasão de terra dos outros de casas apoia os costumes lgbt legalização de drogas e de ladrões de celulares etc que Jesus é esse,1
:fearful_face::face_screaming_in_fear::cold_face:Esses Esquerdalhas Comunistas só sabem fazer isso!! O mal! Macumba! Malditos!!  Fora Esquerdalhas e sua Gang do mal!!,1
"Não estudo mais graças a Deus .
Aliás no meu tempo eu aprendia a ler e escrever não militância de de viado e glorificar bandido",1
Que diz sentir orgulho de dar a bunda mas chama de viado para ofender :face_with_tears_of_joy::face_with_tears_of_joy:,1
"Vc é louco cara.
Do nada vem com papo de viado",1
"Tá .
Eu não sou viado .
Vc é viado ?",1
"Idiota mesmo ...cheio de segurança pra que ?

E pq n diz q a arma era do Segurança...

Essa FDP queimou o filme do Bolsonaro...",1
"Lula é contra o MEI -micro empresário individual 

Ou seja quem abriu algum micro negócio (14milhoes de pessoas ) ficarão desempregados.
Ou terão que trabalhar escondido e sendo preso por trabalhar .
E lula diz em seguida que não sabe como criar empregos .
E aí petezada?
Vcs são burros (sem ofender o burro).",1
"Gente ontem eu estava no Rio e este é o folder que estavam distribuindo . Agora não tem como falarem que isso é FAKE . E eu pergunto : vcs realmente votarão num homem que quer liberar as drogas ordenamente deve ser por ordem . Ora libera a cocaina , depois na ordem segue a maconha , etc . Prestem atenção da Frase:ESTÁ LIVRE DE MOVIMENTOS CRISTÃOS . Eu sou uma serva do senhor e não posso concordar com isso  . Creio em Deus e que ele vive . E só Deus pode dar e tirar a vida . Então, como posso ser a favor DA LIBERDADE DO ABORTO ? Gente nem vou falar mas nada . No restaurante onde eu estava com alguns amigos e amigas  Se tornou insuportável quando começou o debate . Sabe por que? Por que algumas pessoas que são todos apoiados do Lula, os mesmo que estavam destrubuindo estes panfletos e adesivos ,começaram a gritar e gritar muito. Surtaram !!!!! várias pessoas ficaram assustadas E em sua maioria eram LGBTs. Que começaram a escandalizar o local . Não estou descriminado ninguém.",1
"Twitter 44 Bilhões! Demitir depois de comprar o Twitter numa live a vadia da diretora de censura esquerdista do caraio que ficou te enchendo o saco a vida toda! Não tem preço :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
Musk demitiu toda diretoria Caviar de Esquerda ao Vivo 
Kkkkk
Muito bom",1
o povo sabe da verdade não adianta se preoculpar o povo brasileiro não são mas idiota não,1
"Realmente, o povo brasileiro não é mais idiota, todos acordaram :folded_hands_light_skin_tone::thumbs_up::Brazil:",1
:folded_hands::Brazil::yellow_heart::thumbs_up::thumbs_up::green_heart::raising_hands::clapping_hands::clapping_hands::clapping_hands:Parabéns!! Esse é o Meu Presidente Bolsonaro!! Abençoado!! Honrado!! Honesto!! Deus! Pátria! Família!! Deus Acima de Tudo e o Brasil Acima de todos!!Mito!! Sábio! Abençoado e protegido por Deus!! Sempre!! Orgulho!! Valeu ! Calou a boca do Burro! Lula Ladrão!!,1
"Aí por causa de gente burra igual você, o ladrão ainda se elegeu senador. Ainda elegeu outro Ladrão Elmano governador.",1
"Eu não devia rir disso, mas é engraçado como a Zambeli gorda como está tenta correr atrás do sujeito.",1
Se o bolsonaro Ganhar é bom que o nordestino safado come capim mesmo,1
Deus mim perdoe  nordestino  tem mais  que  sofre    eles merece      comer :dog_face::cat_face::mouse_face::bat::monkey:ou muito lixo,1
Que gente idiota né…. Vamos aguardar…. Pq o Sudeste não foi tudo ainda…..,1
"Por mais q exista gente q nao presta nesse. Basil, gente burra, mas.so a fraude mesmo p.esse bandido vencee",1
"Que merda isso viu , sou nordestino mais me sinto envergonhado com isso , peço desculpas ao Brasil , por existir aqui gente medíocre,  burra que não procura entender um pouco mais de política, boa sorte a todos os Brasileiros",1
"Eu triste não dá p acreditar 
Povo cego burros q vita no Lula não tem cabimento",1
Este povo tem q toma e no cu mesmo povo burro Deus julive,1
"Gente, vou falar pra vcs o q eu acho

Desde o primeiro turno eu sabia q o Lula ia ganhar, é nítido, o STF e ele já estavam arquitetando tudo, vcs não acharam estranho o Bolsonaro sem fazer nada???


É óbvio que ele tá com estratégia, ele tá deixando eles fazerem e acontecer, só tá pegando provas pra exercer o artigo 142...

Bolsonaro n é burro, ele sabia que isso ia acontecer e já tava planejando isso, deixou eles pensarem que ganharam, pra chegar com tudo e prender todo mundo",1
"Nordestino é besta.
Fosse diferente não estariam nessa pindaiba e segurando o progresso de todo um país",1
Tem negócio de orar mais não orar era antes muitos cristãos falsos Cristão que voltaram nesse macumbeiro endemoniado que vão pagar um preço caro infelizmente nós vamos pagar preço com eles também,1
"Meter o pé na bunda dos nordestino que vem trabalhar aqui, e os que trabalham aqui demitir todos, que vão embora pra Paris nordestina",1
Só falta o anti Cristo vim reinar as igrejas vão ser perseguidas por causas de alguns idiota que venderam seus votos,1
"Infelizmente Nordestino acaba com o futuro do Brasil.
Não farei mais viagem ao Nordeste,os Brasileiros deveriam fazer o mesmo.:crying_face:",1
"Amigas e amigos, não aceitem provocações de comunistas PETISTA,  esquerdistas, nós somos vencedores graças a Deus :folded_hands:",1
Gente o povo do nordestino   não  tem culpa  e roubo do lulaladrao.,1
Agr vc vai ver muito isso luladrao vai financia tds esses terrorista,1
"É pessoal tentamos, más infelizmente a a grande maioria é burra e ingnorante",1
"Se vai ficar por isso mesmo EU NAO SEI, MAS QUE NÃO VAI SAIR BARATO esses criminosos e idiotas que votaram no comunismo irão sentir na pele",1
"Quem afundou nosso país foi o nordestino, junto com a juventude doutrinada",1
"Na minha opinião, no NE já sabíamos que era previsível isso. O problema foi que, no Sul, o imbecil do Ônix, com a arrogância e prepotência sem limites, estrava com a mão na taça e resolveu diminuir com barbáries o seu opositor e acabou fazendo com que os indecisos e que, inclusive muita gente que iria votar no Bolsonaro, virassem o voto em repúdio às suas colocações no último debate.
Ou seja, Zema e Tarcísio ajudaram e o Ônix……….",1
GENTE TENHAM CALMA PARA COM ISSO CONFIA NO SENHOR E EU FICO ME PERGUNTANDO? ESSE É O BOLSONARO QUE EU VOTEI CERTAMENTE NÃO SERÁ QUE BOLSONARO É IMBECIL É I***** E VAI ENTREGAR NAÇÃO DE GRAÇA COM FRAUDE?? ENTREGAR DE MÃO BEIJADA ?AH ESSE NÃO É CERTAMENTE O PRESIDENTE ASTUTO FEROZ QUE EU ESCOLHI PARA ADMINISTRAR UM PAÍS EU CONTINUO CONFIANDO NO MEU CAPITA0 ATÉ O DIA 31 DE DEZEMBRO ELE É O PRESIDENTE DESTA NAÇÃO E EU VOU AGUARDAR O SEU PRONUNCIAMENTO POIS CONFIO EM DEUS!,1
"*Quem for de são Paulo e outras regiões e tiver empresa, não contratem NORDESTINOS. Eu sou uma Nordestina Piauiense. Porém, não me conformo eles acabarem com nosso Estado e ir procurar emprego fora.*",1
"Com muito orgulho, não votei em VAGABUNDO CORRUPTO,  esquerdopata, LIDER DE QUADRILHA.",1
"Tb acho, empresários, não contratem nordestino,  bom que eles ficam lá morrendo  de fome",1
"Gente, fiquem todos com Deus, nós que enxergavamos o perigo do socialismo quando chega ao governo, temos como exemplo a Venezuela, Argentina, Colômbia, Chile e Cuba,  então fizemos a nossa parte como patriotas. Que Deus tenha misericórdia da nação brasileira e nós não vamos desistir do nosso Brasil. Outra coisa, vocês quem têm crianças, adolescentes e jovens que estudam, orientem bastante em casa sobre ideologia de gênero,  porque infelizmente esse governo próximo vai intensificar no sistema educacional essa ideologia, e provavelmente através do kit gay.  

Repito, que Deus tenha misericórdia da nação brasileira. :loudly_crying_face:",1
"Não é só fantasiosa, é criminosa de tão idiota. Realmente não acredito que após tanto tempo da derrota do Trump tem alguém acreditando em operação storm. O que me pergunto é somente se quem cria esse tipo de conteúdo é esquizofrênico, se é proposital para enganar gente muito burra ou se está só tirando um barato. Seja como for a existência e compartilhamento desse tipo de loucura talvez dê uma pista da razão dessa derrota que não começou hoje.",1
A CASA CAIU!!!  OS NORDESTINO AGORA ESTÁ MOSTRANDO QUEM VAI COMER CAPIM.  INGUINORANTE DAS DESGRAÇA :Brazil::Brazil::Brazil::Brazil::Brazil:,1
"Wilian Bonner, a última fala dele no final da apuração, ""a  pessoa q falar em fraude ou e burro ou está doente"",.",1
"Um baita idiota
A pessoa que postou!
Até então a gente falava de política mas tinha respeito!",1
"lula nos de bate lula foi contra a tudo que é de bom para a população. não pode sair na rua, olj=ha quantos milhões de votos os candidatos de bolsonaro tirou; e ele perdeu pelo amor de Deus contodo respeito pessoa dexem de serem burros. não tem como o brasil esta de luto nem quem votou nele esta comemorando. olha a paulista quando o helicoptero sobre voam poucas pessoas para quem elegeu ele. me descupa só ira acabar pra mim quando Bolsonaro se pronunciar.",1
"Eu sei,mas têm muito baiano jumento ,no trabalho é um exemplo.",1
"Tem eleitor desinformado e até retardado,  mas, penso que o pior é o logaritmo. Teremos terceiro turno.",1
Voces tem qui comer capim feito burro velho di sitio e ladrão feito lula ladrão,1
Porque o nordestino tem que passar fome pra aprender a da valor as coisas e os estados tem que aprender a expulsar ou escravizar na hora que chega antraz de trabalho,1
"Concordo plenamente.
Mais quê tem muito nordestino burro e mal caráter, vamos combinar, é a pura verdade!",1
"Não está sendo fácil digerir essas histórias em que o estádio mane garrincha já teria sido reservado para posse do Lula bem antes mesmo das eleições do 2º turno e também aquela imagem da rede esgoto mostrando vitória do Lulaladrao bem como as gravações de final de ano com Lula eleito!!! 
Tem caroço nesse angu! :thinking_face::man_shrugging_medium-light_skin_tone:",1
Não sou esquerdopata pra viver de ganhar migalhas... Isso é com vocês desocupados.,1
"Porquê esperar pra janeiro se tem tanta certeza dos crimes dele??? O sistema jurídico é esquerdopata, a mídia é podre, tendenciosa e esquerdopata. 
Bolsonaro só tem seus apoiadores a seu lado. 
Se não fizeram nada, é porque não tem nada que o incrimine, são idiotas e carrapatos sempre nas calúnias.",1
"Moss a eleição foi perdida quando o ladrão foi solto, ali já foi decidido o vencedor, claro que teve fraude deixaram com pouca diferença pra parecer normal, os mesmos que o soltaram contaram os votos, lógico teve muito imbecil que votou no ladrão mas a decisão foi na mão grande",1
É desinformada ou burra. Enfia o mastro da bandeira no  cool agora e faz um L! Isto é só o comecinho!!!!,1
"se tudo transcorreu sem nenhuma manipulação, vida normal, caso contrário, não será admissível o povo ser feito de idiotas",1
"*_Mais uma imbecil e  inconsciente._*

*_Em menos de 24 h já está sentindo na pele o resultado da sua imbecibilidade e alienação:_*",1
"Gente esse safado ganhou na fraude , sabemos que tem muito idiota , iludido que deu voto ao ladrão, infelizmente! Mas houve fraude :pensive_face:",1
Olha a preocupação idiota dessa criatura :backhand_index_pointing_up_light_skin_tone: vida conjugal. Só podia ser petralha,1
Vai dá pt quanto seu filho chega dizendo que o professor tá ensinando ele ser gay,1
"Após o golpe nas urnas. Ops, quer dizer, ""vitória"" :smirking_face: a projeção da inflação que seria negativa para o ano que vem, sofreu uma TOTAL REVIRAVOLTA! Agora vai vim POCANDO! Faz o L RETARDADO! :thumbs_up:",1
"De fato é impossível travar um diálogo quando a pessoa perde totalmente o bom senso. Por conta da paixão ao mito, alguns deram razão a louca da Zambelli . Uma agressão absurda por causa de uma discussão política.",1
"Vc está tão incisivo e grilado quanto eles nas suas falas. Respira amigo! Eu entendi o seu ponto de vista. Acho que o caminho é respeitar!

Se vc não acha que seja o caminho, faça da maneira que achar necessário fazer. Agora chamar o outro de acéfalo, imbecil por pensar diferente de vc complica!",1
"Caraca! Aconteceu comigo um fato curioso, quando fui votar e foram me entregar meu comprovante, ele já estava destacado, estava preso com um clipes. Achei estranho. Mad estou até agora indignada porque não questionei nada, como pude ser idiota dessa forma. Que raiva:enraged_face:",1
Vc é louca uma criminosa. Cala a boca e vem para as ruas,1
"O Deus dele é Satanás. E ele é tão burro que não entendeu ainda que o ladrão só venceu na fraude. O PT e seus puxadinhos fizeram um jogo sujo desde o prineiro dia do governo Bolsonaro. Não dá pra aceitar que essa esquerdalha vença na ""mão grande"" Roubaram nossos votos. Agiram contra a vontade da maioria do povo brasileiro. E mais, é o dinheiro dos pagadores de impostos que paga o salário do STF do TSE e de todos os políticos. Somos os patrões e quem manda é o povo!!! NÃO AO SOCIALISMO! NÃO AO COMUNISMO! É agora ou nunca mais!!!!",1
Que cara idiota vai limpar  o chão  do nove dedo  burro igual aos outros petista,1
":Brazil: *Urgente* :Brazil:

_A *esquerda* está *desperada* espalhando notícias *falsas* para nos enfraquecer._

Estão falando que o *Bolsonaro* vai se reunir com os *ministros do STF* para assumir derrota. Isso é *MENTIRA*, o *Bolsonaro* está se reunindo hoje para mostrar a *fraude* nas urnas ao *STF*. Bolsonaro estará *revelando a verdade* para eles. Já que um militar não costuma atirar pelas costas de um inimigo. 

Compartilhem, não vamos deixar esses esquerdopatas nos enfraquecer!:backhand_index_pointing_up:",1
Até quem não entende de política tá falando que ele fez um monte de idiota esperar pra no final ele agradecer os 58 milhões de votos e pronto rsrsrsrsrs,1
"Bando de idiota Jaqueline eu nem discuto com eles , vou é sair do grupo",1
"Vendo os comentários das emissoras de TV, sobre o curto discurso do nosso Presidente Bolsonaro: 
- agradeceu seus 58 milhões de eleitores;
- comentou que o processo eleitoral não foi como nós esperávamos, “insinuando” falta de lisura; 
- não parabenizou o Luladrão; 
- disse que a direita terá uma grande representatividade no próximo governo;
- que apesar de ser acusado de antidemocrático, sempre respeitou a Constituição, diferente da esquerda que já demostrou que irá controlar as nossas liberdades; 
- que as manifestações populares são legítimas, mas que devem ser pacíficas e ordeiras. 

Esse foi o principal ponto, dando todas as dicas que DEVEMOS CONTINUAR :folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::Brazil::Brazil::Brazil::oncoming_fist_light_skin_tone::oncoming_fist_light_skin_tone::oncoming_fist_light_skin_tone:

Falou menos de 5 min e deixou a imprensa louca! Disseram que Bolsonaro não foi claro.

Para nós, foi muito claro: amanhã precisamos dominar as ruas! 
Não reconhecemos e não aceitaremos um candidato condenado, como chefe de estado do nosso País! 

ATENÇÃO: POVO NAS RUAS",1
"Helder Barbalho fez campanha p Lulaladrao. Então , temos que começar pelo Pará p mudar",1
BOA NOITE A TODOS ME PERDOE MAS ESTOU SAINDO DESSE GRUPO PORQUE NÃO FICO AONDE TEM ESQUERDOPATA,1
"Quem é vagabundo é você seu pau no cú, desocupado que quer voltar as mamatas, viver as custas alheia seu tranqueira. Ladrão é o bandido do LULADRÃO descondenado e você que chupa a rola dele e de outros sua bicha esquerdopata.",1
Claro se vc é burro e não sabe o que é comunismo ??!:man_shrugging_light_skin_tone:,1
:police_car_light::police_car_light::police_car_light:olha o que seu idiota fala.....tá bem comedo do lula.....de perder o programa dele.kkkkk,1
"Simplesmente eles ouviram do PR que eles irão todos presos em breve. Mas, à  jornalista esquerdista e burra não entende nada do que se passa. Aguardem.",1
Seu idiota! Eu também votei na besta que falávamos que era mito! Vai me chamar de socialista! Vai me ameaçar tbm.,1
Sabe que esse bandido tava apoiando o presidente que eu e você votamos ! E ainda era idiota pra chamar ele de mito,1
"Prefiro ser idiota do que ser um burro metido a esperto, e se me preocupo com a bolsa de valores, é porque me preocupo com a economia do meu lindo Brasil. Seu burro!!!",1
Tu num sabe nem o que fala jumentinha militonta burra do PT de Lula ladrão e Dilma jumenta,1
"Essa mídia idiota e esquerdista pagaram com a mesma moeda, de suas falácias!",1
"Pra terminar quem mente e tem problemas cognitivo é  você! Que por falta de argumentos,  parte para ataques pessoais. 
Bebê chorão,  perdeu acabou, aceita. Que dói menos. Puta gente burra!",1
É um absurdo eu perguntei o que significa o seu nome porque o meu eu sei eu garanto que o seu você não sabe você nem mesmo sabe de quem é essa esfinge que você está me apresentando deixa de ser ignorante o seu retardado jacobino,1
"*O BOZONAZISMO E SUAS IMENSAS CONTRADIÇÕES* 

 *Depois do negro nazista e racista, da mulher misógena e machista, do homosexual homofóbico, do capitalista que odeia pobre com dinheiro no bolso pra consumir e do cristão que apóia armamentos, tortura e torturadores, o bozonazismo nos apresenta as suas duas mais recentes inversão de valores, as suas duas mais recentes aberrações:* 

 *- A POLÍCIA RODOVIÁRIA FEDERAL QUE COMETE CRIME ELEITORAL* 

 *- O DEMOCRATA QUE ESTÁ ALI NAS PORTAS DOS QUARTÉIS EXIGINDO QUE AS FORÇAS ARMADAS DO PAÍS INSTALEM  UMA DITADURA.* 

:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",1
"VÍDEO VERDADEIRAMENTE  CORRETO.  TEMOS QUE CLAMAR PELO BRASIL  SENDO ASSIM  DEUS  VAI OUVIR A MAIORIA  E SE A MAIORIA  FOR  O LADO BOM, E SE A MAIORIA  FOR CONTRA O CASAMENTO GAY.  SE A MAIORIA FOR CONTRA AS DROGAS  . SE A MAIORIA  FOR CONTRA  CORRUPÇÃO.  SE A MAIORIA  FOR CONTRA O ABORTO  ENTÃO  O BEM VENCERÁ  OS ESCLARECEDORES...COMPARTILHEM..",1
"Kara tu é burro né
Vc Ñ ta no grupo pra saber quem é esses petistas do inferno.",1
Tomemos cuidados com os Fake News tem alguns idiotas no grupo de esquerda querendo nos intimidar vamos pra duas para os quartéis não vamos parar,1
"Eu votei no bolsonaro, mas essas manifestações so mostram pros petistas o quão idiota nos somos! A democracia é assim e temos que respeitar, igual fizeram quando o Bolsonaro ganhou nas eleições de 2018. Essas intervenções nao fazem nada alem de prejudicar nosso proprio país, precisamos de novos meios para lutar contra o petismo",1
PESSOAL BOA TARDE É BEM ISSO VIU QUE ALAN FALOU EU VASCULHEI AS REDES SOCIAIS AGORA DE MANHÃ OS NOTICIÁRIOS DE TODOS NÃO ESTÃO DANDO SEQUER NENHUMA RELEVÂNCIA ESTÃO DEIXANDO A GENTE PASSAR BATIDO COMO IDIOTAS INCLUSIVE A JOVEM PAN DISSE AGORA COM TRINDADE ACABEI DE OUVIR QUE AS MANIFESTAÇÕES SÃO PACÍFICAS AS VIAS ESTÃO SENDO DESOBSTRUÍDAS OS CARROS ESTÃO PASSANDO AQUI QUE   ÍAMOS FICAR ORDEIRAMENTE NAS RUAS MAS A MEDIDA DO POSSÍVEL ACABARIA  OU SEJA A IMPRENSA ESTÁ DESESTABILIZANDO AS MANIFESTAÇÕES,1
"Daniela Lima d CNN continua a insistir que não terá como revogar o resultado das eleições  . Toda  a imprensa esta assim divulgando . O imbecil do Datena traíra,  está em conivência também dizendo : temos de respeitar as urnas . Não vamos recuar nem um milímetro,  é tudo ou nada temos muito a perder  .",1
Teve um imbecil que passou o carro por cima de 5 pessoas em mirassol tá passando no cidade alerta,1
"Belém do Pará também fazendo seu dever. Estou com essa massa de apoiadores do Bolsonaro para limpar o Brasil de ratos que governaram desde redemocratização.

Bolsonaro tem seus defeitos, mas ninguém melhor para  botar o Brasil nos eixos como fez nos 4 anos de mandato. 

Vai deixar legados para história. 

Renasceu a direita inexistente até então. Roubaram eleição dele, se não conseguirmos reverter o Lulaladrão terá oposição jamais vista na casa parlamentar e ele terá enormes dificuldades para implantar seus projetos nefastos. 

Essa massa de população que invade as ruas e praças do Brasil agora não permitirá  os atrasos e caos que ele quer executar.",1
"para de ser burro, ele recebeu 49 PORCENTO dos votos imbecil",1
"Cara imbecil, tem que dar uma peia nele e dar um prejuízo no carro.",1
"Você é criminoso, pedófilo, estuprador, o pior dos meliantes. Você não vale nada. Ainda bem que é esquerdopata.",1
"Até pq tem tudo a ver uma coisa com a outra, esquerdopata de merda",1
"Imbecil é você. Não vou nem acabar de escutar, meu ouvido não é fossa não.",1
Vão votar em Bandido!  Que pena que os e as patriotas Vão pagar pela escolha desse bando de idiota também :enraged_face::enraged_face::enraged_face: agora eu digo Faz o L.,1
"Esse jornalista da Bandeirantes chamou todas as pessoas e os caminhoneiros que participaram dos movimentos de hoje. (02/novembro/2022) de IDIOTAS.                                   Ele entende que e' normal o POVO BRASILEIRO aceitar um bandido , criminoso , julgado e CONDENADO em 3 instâncias da justiça e por cerca de 12 juízes de Direito e descondenado por um advogado/juiz (juiz nomeado pelo próprio ex-presidente condenado) do STF ser PRESIDENTE DA REPÚBLICA.     Vamos divulgar isso e nao assistir mais a BANDEIRANTES.   PS: Falou agora a noite no Jornal da Bandeirantes por volta das 20 horas",1
"*Amanhã acordar cedo, trabalhar e pagar impostos para o LulaLadrão roubar*",1
"Discurso idiota, milhares da famílias pegando o AUXÍLIO EMERGÊNCIAL DE 600 REAIS A 1.000 REAIS!!!:man_facepalming_light_skin_tone:",1
Se não for camionete não tem nem alimento na mesa sai com um idiota nojento desse:enraged_face::enraged_face::face_with_symbols_on_mouth::face_with_symbols_on_mouth::face_with_symbols_on_mouth:,1
ESSE BANDIDO  BABACA INBECIU  IDIOTA  FASER  PARTE  DOS  LULADRAO  E  ALEM  DISSO  ELE TÁ  FASENDO  UMA COISA  QUE  O SILVIO  SANTOS  NÃO  GOSTA  O SILVIO  JÁ  FALOU  QUE  OS FUNCIONAR  JORNALISTA  DA CASA  SÓ  TEM  QUE  DA  SS NOTÍCIA  NÃO  TEM  QUE  DAR  PALPITE  ELE TÁ  FASENDO  LAMBANÇA  COM A MARCAR  SBT  O SILVIO  TEM  QUE  SABER  DISSO,1
